6.327802060263564243e+01 0.000000000000000000e+00
1.293321253213518958e+02 0.000000000000000000e+00
1.340259786818161842e+02 0.000000000000000000e+00
1.389248488853641277e+02 0.000000000000000000e+00
1.450172447802395936e+02 0.000000000000000000e+00
1.502778628401856622e+02 0.000000000000000000e+00
1.557681918947401982e+02 0.000000000000000000e+00
1.614171973086013168e+02 0.000000000000000000e+00
1.673128593225774239e+02 0.000000000000000000e+00
1.733788867267995215e+02 0.000000000000000000e+00
1.797097227211738186e+02 0.000000000000000000e+00
1.862234918559195194e+02 0.000000000000000000e+00
1.930215711738098889e+02 0.000000000000000000e+00
2.000160291182301080e+02 0.000000000000000000e+00
2.073157431478037154e+02 0.000000000000000000e+00
2.148263167801546842e+02 0.000000000000000000e+00
2.226646251948091617e+02 0.000000000000000000e+00
2.307292970201301898e+02 0.000000000000000000e+00
2.391458305802015900e+02 0.000000000000000000e+00
2.496125110091678039e+02 0.000000000000000000e+00
2.586498346663524330e+02 0.000000000000000000e+00
2.680813371569266792e+02 0.000000000000000000e+00
2.777851104056663871e+02 0.000000000000000000e+00
2.879120858875475051e+02 0.000000000000000000e+00
2.983313691135015233e+02 0.000000000000000000e+00
3.092049598322165025e+02 0.000000000000000000e+00
3.203923300141376558e+02 0.000000000000000000e+00
3.320673994569356182e+02 0.000000000000000000e+00
3.440793433721756855e+02 0.000000000000000000e+00
3.566148172328518058e+02 0.000000000000000000e+00
3.695118743695261401e+02 0.000000000000000000e+00
3.829709631590019967e+02 0.000000000000000000e+00
3.968182151924434038e+02 0.000000000000000000e+00
4.112686977479768302e+02 0.000000000000000000e+00
4.261358193965637611e+02 0.000000000000000000e+00
4.416504500620389990e+02 0.000000000000000000e+00
4.609429869363347052e+02 0.000000000000000000e+00
4.775998088524896161e+02 0.000000000000000000e+00
4.949816861427767094e+02 0.000000000000000000e+00
5.128642984895351447e+02 0.000000000000000000e+00
5.315251215625416989e+02 0.000000000000000000e+00
5.507233364349744988e+02 0.000000000000000000e+00
5.707566356443887798e+02 0.000000000000000000e+00
5.913666658630475013e+02 0.000000000000000000e+00
6.128727306896151958e+02 1.432012720414018239e-03
6.349975474541164431e+02 8.982475512850018884e-02
6.580838797793146568e+02 2.706789770346462731e-01
6.818340992422190538e+02 3.335596673896632502e-01
7.066158259948505247e+02 4.344365051285726254e-01
7.321097275173902972e+02 4.535649333876493050e-01
7.587101251767887788e+02 6.896469281695761788e-01
7.860744327022136986e+02 6.879095028588357863e-01
8.146254700067021304e+02 7.807672964206889832e-01
8.501233430537836284e+02 5.061363847128275140e-01
8.807664879531906763e+02 4.859858311261391894e-01
9.127365821593584769e+02 4.285083811978375179e-01
9.456227503193795201e+02 4.865774111943684255e-01
9.799317340804408332e+02 4.794568323775627028e-01
1.015222560746412228e+03 2.595575949724009401e-01
1.052038163189943134e+03 1.962520588647760911e-01
1.089906167429075595e+03 1.316897017884647303e-01
1.129408101527502367e+03 1.912643787222786662e-01
1.170037301069153273e+03 2.323730345002368303e-01
1.212416851800052655e+03 3.362400513773238231e-01
1.256003824218285445e+03 4.285166213439544070e-01
1.301464972517815568e+03 6.687163946249499169e-01
1.348219048671944847e+03 6.936560309838776250e-01
1.396979426660240733e+03 8.235894647743379204e-01
1.447123088414224640e+03 6.805347865363156057e-01
1.499413135488581247e+03 8.318487635765041688e-01
1.564393980377412390e+03 7.556513775668438626e-01
